question_id,question_name,polling_response,demographic_category,demographic_variable,values,total_counts,response_type,question_type,question_name_preamble,polling_response_coded
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Systems-Impacted Status,Knows Someone on Probation,0.51,571,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Age,18-34,0.49,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Age,35-49,0.51,240,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Age,50-64,0.49,235,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Age,65,0.43,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Gender,Male,0.48,478,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Gender,Female,0.47,518,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Race/Ethnicity,White,0.48,660,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Race/Ethnicity,Hispanic,0.47,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Race/Ethnicity,Black,0.5,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Type of Residential Area,Urban,0.5,248,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Type of Residential Area,Suburban,0.51,425,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Type of Residential Area,Rural,0.43,272,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Income,40k,0.47,215,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Income,40-80k,0.46,261,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Income,80-150k,0.53,259,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Support,Income,150k,0.5,184,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",5
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Total,,0.31,1000,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,2024 Presidential Vote,Trump,0.37,420,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,2024 Presidential Vote,Harris,0.27,405,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,2024 Presidential Vote,Other,0.29,175,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Party Affiliation,Republican,0.37,358,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Party Affiliation,Independent,0.27,299,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Party Affiliation,Democrat,0.29,344,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Systems-Impacted Status,Any Impact,0.3,689,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Systems-Impacted Status,Personally Impacted,0.23,134,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Systems-Impacted Status,Personally Incarcerated,0.26,93,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Systems-Impacted Status,Personally on Probation,0.2,106,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Systems-Impacted Status,Knows Someone Incarcerated,0.3,632,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Systems-Impacted Status,Knows Someone on Probation,0.31,571,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Age,18-34,0.32,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Age,35-49,0.28,240,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Age,50-64,0.27,235,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Age,65,0.37,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Gender,Male,0.3,478,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Gender,Female,0.33,518,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Race/Ethnicity,White,0.34,660,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Race/Ethnicity,Hispanic,0.23,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Race/Ethnicity,Black,0.21,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Type of Residential Area,Urban,0.3,248,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Type of Residential Area,Suburban,0.31,425,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Type of Residential Area,Rural,0.36,272,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Income,40k,0.35,215,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Income,40-80k,0.32,261,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Income,80-150k,0.28,259,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Support,Income,150k,0.28,184,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",4
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Total,,0.08,1000,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,2024 Presidential Vote,Trump,0.1,420,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,2024 Presidential Vote,Harris,0.06,405,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,2024 Presidential Vote,Other,0.08,175,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Party Affiliation,Republican,0.1,358,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Party Affiliation,Independent,0.09,299,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Party Affiliation,Democrat,0.05,344,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Systems-Impacted Status,Any Impact,0.08,689,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Systems-Impacted Status,Personally Impacted,0.07,134,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Systems-Impacted Status,Personally Incarcerated,0.03,93,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Systems-Impacted Status,Personally on Probation,0.07,106,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Systems-Impacted Status,Knows Someone Incarcerated,0.08,632,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Systems-Impacted Status,Knows Someone on Probation,0.07,571,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Age,18-34,0.06,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Age,35-49,0.06,240,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Age,50-64,0.1,235,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Age,65,0.11,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Gender,Male,0.09,478,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Gender,Female,0.07,518,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Race/Ethnicity,White,0.08,660,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Race/Ethnicity,Hispanic,0.08,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Race/Ethnicity,Black,0.07,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Type of Residential Area,Urban,0.07,248,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Type of Residential Area,Suburban,0.07,425,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Type of Residential Area,Rural,0.1,272,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Income,40k,0.05,215,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Income,40-80k,0.09,261,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Income,80-150k,0.09,259,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Somewhat Oppose,Income,150k,0.06,184,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",2
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Total,,0.07,1000,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,2024 Presidential Vote,Trump,0.09,420,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,2024 Presidential Vote,Harris,0.05,405,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,2024 Presidential Vote,Other,0.07,175,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Party Affiliation,Republican,0.09,358,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Party Affiliation,Independent,0.07,299,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Party Affiliation,Democrat,0.06,344,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Systems-Impacted Status,Any Impact,0.07,689,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Systems-Impacted Status,Personally Impacted,0.11,134,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Systems-Impacted Status,Personally Incarcerated,0.12,93,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Systems-Impacted Status,Personally on Probation,0.12,106,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Systems-Impacted Status,Knows Someone Incarcerated,0.07,632,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Systems-Impacted Status,Knows Someone on Probation,0.08,571,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Age,18-34,0.05,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Age,35-49,0.08,240,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Age,50-64,0.1,235,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Age,65,0.05,250,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Gender,Male,0.08,478,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Gender,Female,0.06,518,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Race/Ethnicity,White,0.05,660,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Race/Ethnicity,Hispanic,0.1,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Race/Ethnicity,Black,0.14,115,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Type of Residential Area,Urban,0.07,248,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Type of Residential Area,Suburban,0.07,425,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Type of Residential Area,Rural,0.08,272,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
33,Allowing more judicial discretion when those on parole commit technical violations like missing a phone check-in instead of automatically sending them back to prison,Strongly Oppose,Income,40k,0.07,215,support_oppose,supervision_reforms,"Now, I am going to read several types of reforms to the federal parole and supervised inmate release system. For each, please tell me if you support or oppose it.",1
